,Side,Win,First_Blood,First Tower,First_Inhibitor,First_Baron,First_Dragon,First_Rift_Herald,Tower_Destroyed,Inhibitor_Destroyed,Baron_Killed,Dragon_Killed,Vilemaw_Killed,Rift_Herald_Killed,Game_Duration,Total_Kills,Total_Deaths,Total_Assists,Total_Magic_Damage_Dealt,Total_Physical_Damage_Dealt,Total_True_Damage_Dealt,Total_Magic_Damage_To_Champions,Total_Physical_Damage_To_Champions,Total_True_Damage_To_Champions,Total_Heal,Total_Damage_Self_Mitigated,Total_Damage_Dealt_To_Objectives,Total_Damage_Dealt_To_Turrets,Total_Vision_Score,Total_Time_CCing_Others,Total_Magical_Damage_Taken,Total_Physical_Damage_Taken,Total_True_Damage_Taken,Total_Gold_Earned,Total_Minions_Killed,Total_Neutral_Minions_Killed,Total_Neutral_Minions_Killed_Team_Jungle,Total_Neutral_Minions_Killed_Enemy_Jungle,Total_Time_Crowd_Control_Dealt,Total_Champion_Level
137,Red,1,1,1,0,1,1,1,5,0,1,3,0,1,1379,30,10,44,119377,256709,38968,18620,30018,7871,24606,60109,57039,12043,114,82,18514,53397,1494,46706,466,127,56,13,353,64
138,Blue,1,1,1,1,0,1,0,8,1,0,1,0,0,1160,23,12,27,143074,139012,58474,18183,16519,6417,12418,28885,27680,20517,64,92,5190,37383,6692,39240,367,124,63,32,687,56
139,Red,0,0,0,0,0,0,0,0,0,0,0,0,0,1160,9,23,5,21108,154084,6929,1823,16577,752,8059,26048,3427,3427,34,35,18787,25503,6478,26586,316,31,24,3,375,47
140,Blue,1,1,1,0,0,1,1,3,0,0,1,0,1,930,13,11,4,26622,200548,14821,1999,18644,2123,4470,24245,25135,9595,38,40,7270,25093,1634,28881,348,97,56,5,378,48
141,Red,0,0,0,0,0,0,0,1,0,0,0,0,0,930,11,13,10,40621,168138,8919,6597,15160,1635,7936,17604,11976,5334,36,55,4088,32133,2123,26169,282,84,77,0,456,44
142,Blue,0,1,1,0,0,0,1,4,0,0,3,0,1,2340,35,44,58,388828,297936,74292,72011,27295,13564,40450,93082,61830,11931,211,123,42757,88763,13362,68371,670,226,133,23,1437,79
143,Red,1,0,0,1,0,1,0,8,1,0,3,0,0,2340,44,35,80,221520,490227,90141,39712,59555,13361,45023,109946,64009,21087,221,168,75150,60015,13562,73344,700,226,170,16,1807,85
144,Blue,1,1,1,0,0,1,0,6,0,0,3,0,1,1462,30,15,30,137209,342126,54466,16161,39935,4954,18460,66970,48312,12046,112,71,17707,56548,3973,50172,594,152,93,13,1053,68
145,Red,0,0,0,0,0,0,1,0,0,0,0,0,1,1462,15,30,14,86052,282087,23783,16371,27382,3974,17939,49949,17816,0,82,98,17988,57751,4951,37985,467,129,103,0,733,62
146,Blue,1,0,0,0,0,0,0,0,0,0,0,0,0,192,4,3,8,628,7600,548,416,3398,303,391,1629,0,0,2,0,546,3306,42,5738,17,0,0,0,7,8
147,Red,0,1,0,0,0,0,0,0,0,0,0,0,0,192,3,4,4,658,4531,42,548,2991,42,322,1381,0,0,2,0,416,3709,303,4751,3,0,0,0,4,5
148,Blue,0,1,1,0,0,1,1,4,0,0,3,0,1,1974,24,39,41,164992,444885,57606,36790,56658,8765,62742,142985,52268,11725,164,136,51235,100922,9688,57237,629,183,118,13,1564,74
149,Red,1,0,0,1,1,0,0,9,1,2,2,0,1,1974,38,24,72,226136,403654,47135,49095,63489,9689,30431,119748,79340,19582,160,196,40157,88429,8764,67162,660,170,111,8,1829,82
150,Blue,1,1,1,0,0,1,0,4,0,0,4,0,1,1536,28,19,36,105574,418041,30812,28369,48132,8156,22630,60551,59127,10063,125,117,21109,66679,3435,50773,554,172,100,24,935,69
151,Red,0,0,0,0,0,0,1,3,0,0,0,0,1,1536,19,28,27,178359,227606,40609,16692,37699,3437,27093,73245,21644,6896,117,127,29612,62380,8282,45205,526,127,102,4,1074,68
152,Blue,0,0,0,0,0,1,1,1,0,0,1,0,1,1265,12,29,14,58928,238940,32479,12005,30617,3820,12534,35835,11434,1981,54,75,27043,39518,2730,33689,401,136,90,12,587,56
153,Red,1,1,1,0,0,0,0,5,0,0,1,0,0,1265,29,12,40,130943,212603,17638,25050,24241,2731,22648,37785,30363,12403,76,101,13520,49977,3819,41665,435,89,69,0,1171,58
154,Blue,1,0,1,1,1,1,1,9,2,1,2,0,2,1747,34,25,53,174034,381656,48330,32092,60590,10344,25575,81217,76878,21959,136,120,34248,66576,13513,57851,553,190,105,28,766,72
155,Red,0,1,0,0,0,0,0,0,0,0,2,0,0,1747,25,34,38,156946,230658,79731,33031,34238,12514,32291,92133,8951,0,99,132,34583,79386,10344,50328,499,135,115,0,903,69
156,Blue,1,1,1,1,0,0,1,10,2,0,0,0,2,1541,33,18,26,147341,383002,32812,24404,43351,7212,24132,52379,48084,19138,104,113,27370,45935,3916,53524,558,171,91,45,1410,68
157,Red,0,0,0,0,0,1,0,1,0,0,3,0,0,1541,18,33,26,148843,181713,31474,25013,25590,3918,22234,63087,25364,2501,78,76,26760,59902,7212,43975,514,101,72,0,659,63
158,Blue,0,1,0,0,0,1,0,3,0,0,2,0,1,1423,25,33,24,92185,279175,21723,27352,46585,3090,23809,55687,42066,11299,86,91,32110,56788,5011,43565,462,95,51,17,911,60
159,Red,1,0,1,0,0,0,1,6,0,0,1,0,1,1423,33,26,38,260038,183031,33014,30537,33500,5011,30178,104018,32791,15472,77,224,29592,72756,3090,50113,494,163,83,47,1770,66
160,Blue,0,0,1,0,0,0,0,3,0,0,0,0,0,1708,23,48,10,100787,328618,32017,20020,48519,1554,19774,78595,13037,7731,60,53,73748,45611,2004,47098,546,92,83,4,335,65
161,Red,1,1,0,1,0,1,1,8,1,0,3,0,1,1708,47,23,54,349075,213242,32949,70471,25423,2004,46345,63953,51489,14398,107,73,21701,86097,4554,56700,528,196,107,37,740,75
162,Blue,0,0,0,0,0,0,1,1,0,0,0,0,1,1101,14,21,14,117070,125259,25381,20956,11130,1862,8721,23270,22848,2700,49,60,15497,35838,801,30843,360,81,59,1,467,51
163,Red,1,1,1,0,0,1,0,3,0,0,1,0,0,1101,21,14,19,152476,155938,22706,15077,24155,801,17907,23899,17802,8866,66,29,23199,30331,1860,36227,405,110,88,4,252,55
164,Blue,0,0,0,0,0,0,0,2,0,0,0,0,0,1267,16,34,15,117186,211535,10739,16660,28264,4350,31271,56842,14178,9980,61,92,34523,46017,7993,35771,418,114,89,8,825,57
165,Red,1,1,1,0,0,1,0,3,0,0,2,0,0,1267,34,16,45,187263,142646,33736,32878,24974,7537,21061,41000,21792,9409,89,105,17637,46210,3893,42913,458,106,68,6,1086,61
166,Blue,0,0,0,0,0,1,0,5,0,0,3,0,0,2044,43,50,64,211131,408522,46364,30102,65750,12173,38172,190241,47536,18070,173,338,64882,97961,13570,64699,546,189,136,9,1524,76
167,Red,1,1,1,1,1,0,0,9,2,1,1,0,0,2044,50,43,68,251345,460776,26883,62380,70999,12261,53392,143325,50351,18973,125,191,33315,98907,13133,71316,619,182,136,5,1443,81
168,Blue,1,1,1,1,0,1,1,10,2,0,4,0,1,1450,43,10,60,77054,442514,24334,22182,53278,2793,24046,58545,57061,20542,96,70,27974,43271,2523,54139,483,192,99,51,777,67
169,Red,0,0,0,0,0,0,0,0,0,0,0,0,0,1450,10,43,14,157864,114031,26595,25208,12916,2463,17722,63269,7646,1950,49,89,24118,69794,2792,34473,414,83,57,7,598,57
170,Blue,0,1,0,0,0,0,0,0,0,0,0,0,0,1571,28,30,42,67598,315585,15830,7024,43432,3053,19243,66972,8194,2897,83,78,28518,60537,3286,46884,505,126,107,0,947,66
171,Red,1,0,1,0,1,1,1,6,0,1,3,0,1,1571,30,28,41,211632,368315,22542,27013,41452,3149,14548,58668,64997,12755,89,72,10281,66904,3051,55737,562,205,144,19,1054,74
172,Blue,1,1,0,1,1,0,1,9,1,1,2,0,1,1948,36,32,41,254974,432017,36313,34892,48429,5496,27783,107520,53075,21325,130,79,44453,67182,7688,66645,685,228,156,17,806,83
173,Red,0,0,1,0,0,1,0,2,0,1,3,0,0,1948,32,36,45,271158,267290,30828,41642,39227,5258,27956,82739,57365,4950,180,132,38668,72779,5497,56734,553,147,99,12,1078,78
174,Blue,1,0,1,0,0,0,0,6,0,0,0,0,1,1308,24,11,31,145227,217669,20031,27157,26456,755,19798,39640,40247,14192,94,108,11122,43756,3414,41498,442,104,82,0,1025,60
175,Red,0,1,0,0,0,1,1,1,0,0,3,0,1,1308,11,24,16,96078,188369,27958,10161,16960,3416,12451,47517,27592,4055,69,50,29032,43504,755,31866,385,120,75,4,431,55
176,Blue,1,0,1,0,1,1,0,7,1,2,3,0,0,1834,38,46,40,103129,547905,41963,40038,65130,7453,25163,76435,72713,20803,104,86,45852,72964,7046,63213,533,190,129,26,857,79
177,Red,0,1,0,1,0,0,1,6,1,0,1,0,2,1834,45,38,54,175556,359142,38299,41395,49716,6905,36549,137627,48431,16454,141,109,41575,91596,8200,59857,539,136,80,11,782,73
178,Blue,0,0,0,0,0,0,0,0,0,0,0,0,0,979,8,22,7,61544,117170,10075,12152,9242,1600,8505,24026,2246,702,53,63,17158,33377,2591,23297,234,91,74,0,612,46
179,Red,1,1,1,0,0,1,0,2,0,0,2,0,0,979,22,8,18,87611,199550,23591,15441,21167,2592,16251,28614,21753,8118,70,91,14006,30329,1599,34402,398,120,91,0,824,54
180,Blue,1,0,0,0,1,1,0,7,1,1,5,0,0,2239,44,30,63,404810,493850,78417,63722,54092,9712,33957,111412,98140,21562,175,101,27176,108015,9307,74936,753,214,152,4,1582,89
181,Red,0,1,1,1,0,0,1,10,4,0,1,0,2,2239,30,44,31,98136,694588,28526,23021,68653,9090,33138,153765,59069,23606,174,230,67982,85550,10005,66422,682,244,162,34,1236,80
182,Blue,1,1,0,0,1,1,1,7,1,1,4,0,1,2399,51,46,81,433698,385704,61763,69234,68870,10455,42710,196071,78485,18457,199,216,75465,138410,6416,79326,694,234,158,28,1561,88
183,Red,0,0,1,1,0,0,0,7,1,0,1,0,0,2399,46,52,80,263270,552265,340771,70828,104496,6417,47295,159152,54733,16434,185,273,73049,101228,11082,75310,791,193,119,19,1126,86
184,Blue,0,0,0,0,0,1,0,0,0,0,1,0,0,976,9,24,11,63209,101879,4391,12604,15805,2089,7916,24966,7429,2118,49,38,21270,27423,1327,24105,244,60,47,0,353,45
185,Red,1,1,1,0,0,0,0,3,0,0,1,0,0,976,24,9,29,131820,126967,8674,20615,18473,1327,14800,18739,14502,9537,69,41,13771,27871,2089,35800,372,96,72,4,478,52
186,Blue,1,1,1,1,1,0,0,11,2,1,3,0,0,1862,50,29,70,60777,396829,580814,23994,70952,1635,41430,98803,64259,22569,92,135,60845,46579,14197,66288,523,199,139,24,602,78
187,Red,0,0,0,0,0,1,1,2,0,0,1,0,1,1862,29,50,20,279666,226713,49463,60417,28437,10214,21243,94215,41738,9346,192,172,24177,95735,1634,51470,504,116,78,1,1286,69
188,Blue,1,1,1,0,0,1,1,3,0,0,2,0,1,928,26,9,32,52713,183324,29904,13238,20563,2270,7160,17628,26743,9732,43,57,10944,23471,1102,34120,309,100,64,12,964,50
189,Red,0,0,0,0,0,0,0,0,0,0,0,0,0,928,9,26,13,61790,100155,12459,9098,9713,1103,7351,19701,4303,0,40,39,13760,27136,2268,23265,280,76,63,0,340,42
190,Blue,1,1,0,0,0,1,0,6,1,0,4,0,1,2062,46,49,73,201755,455607,61820,56497,71538,9723,34337,121434,62310,15261,178,145,71221,55843,8723,66528,561,164,119,8,1042,78
191,Red,0,0,1,1,0,0,1,7,1,0,1,0,1,2062,49,46,59,369115,304122,27217,69309,35845,7365,38241,106589,46328,20851,158,94,59822,95665,9721,66376,535,236,158,28,1065,74
192,Blue,0,1,1,0,0,0,0,5,0,0,0,0,0,2372,36,62,52,224553,594978,61536,36242,74180,12675,32101,153655,23922,16919,142,182,102934,76862,13534,71390,803,142,115,1,1412,85
193,Red,1,0,0,1,1,1,0,11,3,2,5,0,0,2372,62,36,47,494445,482003,43876,101293,50450,13537,46595,167042,100337,17008,153,167,39825,107924,14080,84761,719,313,168,69,1385,88
194,Blue,0,1,1,0,0,1,1,5,0,0,1,0,1,1526,19,34,13,152190,253744,36897,23529,29795,4106,22389,88479,26844,10897,112,74,37115,63664,7974,44435,518,126,75,19,705,61
195,Red,1,0,0,0,1,0,0,4,0,1,1,0,0,1526,34,20,47,169510,290582,32864,36261,44360,7975,26318,64591,41553,9900,99,174,26925,59496,4106,50606,528,109,82,1,900,70
196,Blue,1,0,0,1,0,1,0,9,2,0,3,0,1,1802,57,38,75,170831,465675,30813,44803,83156,8371,46267,109583,42956,16133,77,186,36733,86671,16912,67010,558,175,104,30,2130,79
197,Red,0,1,1,0,0,0,1,3,0,0,1,0,1,1802,38,57,44,221740,287644,39465,34523,53710,14777,23201,145026,31074,8436,90,163,45876,101883,8699,56740,523,132,91,11,852,74
198,Blue,1,0,1,1,0,0,0,5,1,0,1,0,1,1295,37,23,55,52546,352949,33861,15018,56867,6547,30872,51812,35526,12065,94,106,13883,57937,3762,47931,439,124,77,20,965,62
199,Red,0,1,0,0,0,1,1,1,0,0,1,0,1,1295,23,37,27,56147,238346,28884,12211,38060,3764,19377,76645,24709,5110,48,95,15861,72053,6546,37726,398,81,59,0,691,56
200,Blue,1,1,1,1,0,0,0,7,1,0,3,0,0,1533,46,27,60,131920,373844,21393,34748,51507,6538,38328,61552,45212,17144,115,89,40529,61381,8600,53596,459,176,86,48,779,70
201,Red,0,0,0,0,0,1,1,2,0,0,1,0,2,1533,27,46,27,142998,206524,36814,39726,26956,6544,11746,84489,30606,3875,81,103,35511,68021,6536,43925,413,76,46,0,1173,62
202,Blue,0,0,0,0,0,0,0,0,0,0,0,0,1,1561,25,49,25,162725,167528,29877,34410,24805,3772,15299,75951,22995,1194,51,90,33504,74282,1853,42723,460,67,57,0,922,64
203,Red,1,1,1,1,0,1,1,11,4,0,2,0,1,1561,49,25,57,129957,359680,25539,32760,57295,1853,26868,61550,56226,28728,88,123,36528,53005,5904,58324,513,144,89,20,685,70
204,Blue,1,0,0,1,0,1,1,8,2,0,3,0,2,1554,32,17,31,51821,413675,34156,6705,52578,2174,24915,70498,63060,15363,91,110,25021,48834,3820,51963,562,181,107,18,854,68
205,Red,0,1,1,0,0,0,0,1,0,0,0,0,0,1554,17,32,11,144167,216577,24951,24124,18063,2497,12112,54087,15463,4336,71,51,8138,70828,2173,39693,528,82,71,0,440,62
206,Blue,0,0,0,0,0,1,0,1,0,0,3,0,0,1931,19,34,33,104214,425468,15924,13339,34686,1419,35303,74703,24997,3720,130,173,39228,72356,3220,51698,546,170,118,4,896,70
207,Red,1,1,1,1,1,0,1,9,1,2,2,0,1,1931,34,20,39,298501,371719,44627,38441,50692,3220,19661,64417,92130,24597,175,100,19607,65303,2114,64633,588,253,139,53,505,79
208,Blue,1,1,1,1,0,1,1,6,1,0,3,0,2,1506,37,29,38,137064,335750,50129,30766,45008,5940,23289,33832,58529,10293,104,62,51618,29874,5236,52702,509,173,85,33,459,67
209,Red,0,0,0,0,0,0,0,1,0,0,0,0,0,1506,29,37,34,264964,69968,30900,48850,7917,5237,18633,69874,8907,3188,100,166,32915,59831,5940,41410,411,104,84,8,1319,61
210,Blue,1,1,1,0,0,1,0,4,0,0,4,0,0,1746,39,27,46,190125,323932,15003,39219,53251,2775,20771,39463,37115,11255,139,99,23933,52809,2665,56234,516,183,101,27,915,74
211,Red,0,0,0,0,0,0,0,1,0,0,0,0,0,1746,27,39,31,162312,248847,10850,21215,31847,2667,20911,80978,11507,3304,104,116,39780,71836,2773,49918,517,122,96,4,1749,67
212,Blue,0,1,1,0,0,1,1,3,0,0,2,0,1,2264,28,43,31,102447,458013,62945,23749,50289,11074,32868,101472,40975,10890,163,280,72514,68748,17928,59741,597,154,113,0,974,75
213,Red,1,0,0,1,1,0,0,11,2,1,3,0,0,2264,43,28,59,377528,355272,121178,70135,29718,17555,44200,107004,72231,23499,163,179,30091,90098,11635,73463,600,331,197,61,1771,84
214,Blue,1,1,1,0,0,1,1,6,0,0,3,0,1,1499,28,20,33,118869,289129,80106,28294,30780,8496,26331,52577,40727,8402,100,75,33654,33661,6374,47951,489,154,85,25,1196,65
215,Red,0,0,0,0,0,0,0,1,0,0,1,0,0,1499,20,28,25,176210,109711,38407,32390,9920,5554,18190,46145,14276,3670,98,98,30421,45512,8495,40471,437,105,84,1,954,63
216,Blue,0,1,1,0,0,0,1,5,0,0,0,0,1,2112,45,45,70,270479,418763,25384,48113,59711,5942,27018,124994,28147,9154,144,146,105113,59422,8330,68621,645,150,100,20,2102,81
217,Red,1,0,0,1,1,1,0,11,3,1,4,0,0,2112,45,45,81,528507,173605,31629,104560,29022,8216,34312,117473,63479,19686,153,128,50186,84452,5942,71510,640,181,116,16,1070,84
218,Blue,1,1,0,0,1,0,0,6,1,1,2,0,0,2236,38,37,65,164271,557404,37663,36563,73621,12103,70036,114817,64699,18106,119,125,73520,81396,7080,67489,655,153,107,4,1149,84
219,Red,0,0,1,1,0,1,0,8,1,1,3,0,0,2236,37,38,43,260060,468847,38076,70135,46908,7080,32561,124582,63938,20415,180,366,41635,103780,12102,66317,634,223,144,32,1917,80
220,Blue,0,1,0,0,0,0,0,0,0,0,0,0,0,1030,10,23,6,85980,94361,16454,14496,13093,1684,11225,28565,2615,1874,44,65,11106,35088,2437,24667,279,68,53,0,566,46
221,Red,1,0,1,0,0,1,0,3,0,0,2,0,0,1030,23,10,23,55627,170855,36946,10458,25952,2439,12962,23019,18506,8661,63,77,15839,29397,1683,32903,339,80,60,4,895,52
222,Blue,0,0,0,0,0,0,0,0,0,0,0,0,0,1352,14,27,19,163769,65131,20383,40441,9484,4553,17567,48010,8314,0,81,124,36794,38181,2572,32059,291,86,75,0,1027,55
223,Red,1,1,1,0,0,1,1,5,0,0,3,0,1,1352,27,14,33,202700,209693,16030,35342,23486,2572,34977,56897,41919,12792,68,138,42699,37649,4553,44959,486,152,85,25,1437,63
224,Blue,1,0,0,1,1,0,0,11,3,1,2,0,0,2005,40,37,52,235114,503856,33014,42008,68913,7263,45887,132768,62170,25016,129,145,61431,78336,14170,69654,711,179,108,29,1004,84
225,Red,0,1,1,0,0,1,1,5,0,0,3,0,1,2005,37,40,44,316940,300586,70625,59077,43151,11171,39085,126900,50606,12036,167,145,44337,99390,7279,62137,644,187,120,13,1021,77
226,Blue,1,1,1,1,0,1,1,10,3,0,3,0,1,2323,54,38,54,289047,677628,31804,40263,80549,7309,59823,114275,69120,24739,202,81,46378,107349,6675,81553,832,224,132,34,1433,88
227,Red,0,0,0,0,1,0,0,3,0,1,3,0,0,2323,38,54,45,262594,645839,48121,43527,63959,6676,29801,123786,47817,5838,188,98,42931,102041,7308,75544,861,229,174,11,1103,87
228,Blue,1,1,0,0,1,0,0,7,1,1,3,0,0,2343,48,48,71,427663,308423,69002,91749,40676,6504,38779,89744,63459,15599,90,105,96347,53244,10383,72984,661,179,104,24,1154,87
229,Red,0,0,1,1,0,1,1,9,1,0,1,0,1,2343,48,48,40,457247,276641,89079,95260,25473,10382,51803,127303,47844,21381,105,100,95174,81052,6503,71780,648,223,138,40,982,81
230,Blue,1,0,1,0,0,1,1,5,0,0,2,0,1,1326,37,16,30,104555,262615,26549,23423,34050,3560,23398,48441,38760,16154,84,60,7897,62562,3026,45621,409,116,41,33,684,62
231,Red,0,1,0,0,0,0,0,0,0,0,0,0,0,1326,16,37,19,18258,219424,11791,7692,41305,2683,15133,28942,9491,3267,86,53,25493,46829,3561,34636,360,49,46,0,487,55
232,Blue,1,1,1,1,0,0,0,4,1,0,0,0,0,994,16,3,21,74840,192965,6821,10190,20629,1663,10896,18675,15605,14465,51,58,8629,24336,1822,32168,383,87,37,28,579,50
233,Red,0,0,0,0,0,0,0,0,0,0,0,0,0,994,3,16,6,57875,74189,19051,7493,10007,1821,4094,20286,3770,3770,19,48,10189,25132,1662,20697,283,1,1,0,383,42
234,Blue,1,0,0,0,0,0,1,8,1,0,1,0,2,2059,38,51,55,325422,325046,32404,48818,57963,2516,39475,113619,58917,18702,125,134,39748,100520,9996,65820,555,155,87,32,708,77
235,Red,0,1,1,1,1,1,0,7,1,1,3,0,0,2059,51,38,65,154686,462531,83452,37513,72664,9996,28212,104164,66371,20696,136,130,51882,86044,2516,71380,599,171,95,24,1635,81
236,Blue,1,0,1,1,0,0,0,8,1,0,1,0,0,1507,28,29,48,115646,288277,28822,24977,43628,3185,15819,67129,34401,19785,110,121,16108,62850,3966,48670,504,104,69,16,648,65
237,Red,0,1,0,0,0,1,1,5,0,0,3,0,1,1507,29,28,32,46081,363168,17563,14844,42925,2891,21626,56867,45660,15927,97,217,26412,60269,3185,48383,488,120,71,8,1261,63
238,Blue,1,0,1,1,1,1,1,11,3,1,3,0,1,1467,20,18,14,222920,184664,22537,30787,20422,1600,21321,75029,67782,26571,102,79,19648,56219,2023,46138,446,121,66,12,1029,64
239,Red,0,1,0,0,0,0,0,2,0,0,0,0,0,1467,18,20,22,127620,266212,17194,18232,38461,2023,15276,54699,19335,10699,45,135,31944,39441,1598,38420,432,100,75,4,652,56
240,Blue,1,1,0,1,0,0,0,8,1,0,2,0,0,1844,43,26,90,229578,218083,546972,48333,52377,3585,22413,72771,40448,23357,117,153,20927,60755,4990,60919,512,209,144,33,1066,74
241,Red,0,0,1,0,0,1,1,3,0,0,2,0,2,1844,26,43,31,75872,317936,48106,19472,41380,3990,17264,107916,43600,7954,148,159,49941,75144,3632,47927,411,127,87,6,975,64
242,Blue,0,0,0,0,0,0,0,0,0,0,0,0,0,971,7,23,5,34950,122911,13456,5108,15720,1515,7126,28863,1579,705,32,46,10091,41571,1835,22839,226,64,57,0,419,46
243,Red,1,1,1,0,0,1,1,3,0,0,2,0,1,971,23,8,14,33806,217705,34245,8539,27751,1836,8894,21269,33604,11634,36,68,6140,32650,1515,31386,301,92,65,0,585,50
244,Blue,1,1,1,1,0,1,1,9,1,0,2,0,2,1188,31,8,40,140066,174075,17009,20794,32385,1418,18878,38292,54237,23309,78,72,13636,43440,3419,43126,383,92,36,17,582,57
245,Red,0,0,0,0,0,0,0,0,0,0,0,0,0,1188,8,31,12,65733,154149,13101,13636,21926,3137,16000,36244,7617,4178,49,69,22075,49248,1418,28025,289,68,61,4,782,47
246,Blue,1,1,1,1,1,1,0,7,1,1,3,0,1,1471,35,22,48,146352,232801,28589,35943,36597,3405,34040,74546,61309,18773,85,124,18038,72943,3725,48952,397,107,70,13,721,67
247,Red,0,0,0,0,0,0,1,5,0,0,1,0,1,1471,22,35,15,91657,301456,27284,14038,43943,3725,25503,56779,36886,12562,83,138,36680,58774,3472,41920,404,141,79,19,1796,63
248,Blue,0,1,1,0,0,0,0,2,0,0,0,0,0,2221,35,54,33,283672,369072,42060,64909,40836,6314,23478,101697,14738,5995,73,150,49265,91568,9716,63750,673,84,78,0,1045,81
249,Red,1,0,0,1,1,1,0,8,2,2,5,0,0,2221,54,35,56,219029,537719,49849,47212,69099,9717,60724,119187,91370,15972,109,128,71632,85621,7849,72114,609,241,140,43,777,87
250,Blue,1,1,1,1,1,1,0,9,2,1,3,0,0,1371,42,5,39,160015,203235,41547,31335,23747,2019,25676,33715,64892,21018,53,86,13489,47230,1385,46490,378,120,80,8,1051,65
251,Red,0,0,0,0,0,0,1,1,0,0,0,0,1,1371,5,42,4,31076,192712,24709,10216,14275,1385,5280,35218,3122,2956,17,66,31837,38313,2019,27714,303,28,20,0,421,51
252,Blue,0,0,1,0,0,1,1,2,0,0,2,0,1,1818,29,36,33,163256,209082,79665,25534,31691,7537,23995,101920,36189,7493,66,99,32578,75457,10159,46667,383,141,93,8,1126,65
253,Red,1,1,0,1,1,0,0,7,1,1,2,0,0,1818,36,29,46,135984,293499,48231,31641,48058,8900,27967,52699,56430,21132,131,73,27555,56128,7537,55232,421,122,61,22,605,70
254,Blue,0,0,1,0,0,0,0,2,0,0,1,0,0,2100,35,53,53,388160,152118,20132,88162,18122,5430,30718,114367,15226,4689,92,146,74269,77824,5853,56550,444,117,111,0,1293,76
255,Red,1,1,0,1,1,1,1,11,3,1,4,0,1,2100,53,35,55,274067,445896,41939,72652,50494,5854,59357,81598,90050,25281,103,115,91351,59713,5429,73030,500,249,124,47,1429,83
256,Blue,1,1,1,0,0,0,1,5,0,0,2,0,2,1330,27,28,20,134320,212276,40455,30435,21522,4626,13605,44103,51131,10539,50,76,25188,51592,2146,41527,405,96,61,4,649,60
257,Red,0,0,0,0,0,1,0,1,0,0,1,0,0,1330,28,27,31,86284,205787,16272,23739,33599,2147,20041,42808,13142,6090,65,53,31191,35078,4624,37992,347,88,61,4,702,57
258,Blue,1,1,1,1,0,1,1,10,2,0,2,0,1,1143,24,2,19,105527,213374,40180,19676,22222,1874,20337,26915,42071,21356,73,75,15567,36895,280,38678,360,114,53,29,597,57
259,Red,0,0,0,0,0,0,0,0,0,0,0,0,0,1143,2,25,1,66759,88547,9813,14397,12377,280,6720,28277,4029,71,22,52,21327,37838,1873,20598,235,48,45,0,501,45
260,Blue,1,1,1,1,1,0,1,11,3,1,3,0,1,2080,38,26,65,275619,341833,49112,58099,33309,5763,44768,131448,81795,23012,128,219,60484,69461,10665,64110,538,204,103,62,1909,80
261,Red,0,0,0,0,0,1,0,2,0,0,2,0,0,2080,25,38,61,278898,209648,75092,55357,32547,7591,23422,65695,21655,5445,103,189,59474,57596,5969,52749,499,109,66,4,2064,73
262,Blue,1,0,0,1,0,1,1,8,2,0,3,0,2,1782,37,32,55,84933,422877,20900,26465,67878,5264,46244,102092,52545,15825,98,140,50505,58010,5894,58141,531,129,80,5,1148,70
263,Red,0,1,1,0,0,0,0,5,0,0,1,0,0,1782,32,37,30,211660,197386,41406,49218,32381,5894,20047,145695,26080,12804,77,127,27811,98342,5264,49934,417,105,88,0,792,66
264,Blue,0,1,0,0,0,0,0,3,0,0,1,0,0,2231,20,29,21,156753,438001,23446,28420,40996,1376,31578,83683,20014,6686,89,88,43865,62741,6013,55606,637,171,131,8,1172,77
265,Red,1,0,1,1,1,1,1,10,2,1,4,0,1,2231,29,20,24,214890,538942,71689,41849,28681,6014,57283,83884,82965,17038,125,86,32261,80058,1376,66449,722,235,131,37,841,82
266,Blue,0,0,0,0,0,0,0,3,0,0,1,0,0,1834,24,31,40,186949,227582,43066,38232,19920,7359,21479,47761,26794,11066,96,80,31137,63530,3112,48346,473,115,91,0,1032,67
267,Red,1,1,1,1,1,1,1,8,1,1,3,0,2,1834,31,24,40,170588,379193,47613,29677,37533,3113,30724,79066,81354,19099,141,107,41308,47777,7551,58726,526,216,115,38,1343,74
268,Blue,1,1,1,0,0,1,1,4,0,0,1,0,1,1109,25,10,29,101200,137163,19758,21297,23114,1255,14493,27063,29905,12103,63,53,11844,31092,1854,34696,307,69,37,0,724,53
269,Red,0,0,0,0,0,0,0,0,0,0,1,0,0,1109,10,26,10,56800,117419,15761,11486,16353,1855,15481,28525,7098,1989,45,63,23185,38147,1253,26102,266,78,56,10,637,46
270,Blue,0,0,0,0,0,1,0,1,0,0,2,0,0,1652,19,39,23,86112,243055,43881,30856,24624,8545,15278,46688,16976,1985,102,77,43523,47570,7317,41177,364,127,87,7,554,63
271,Red,1,1,1,1,1,0,1,7,1,1,1,0,1,1652,39,19,56,203456,221388,23904,41601,30974,7319,32336,60231,49336,12512,73,160,33967,55638,8543,52195,361,148,106,9,851,71
272,Blue,0,0,0,0,0,1,0,2,0,0,1,0,0,1684,20,38,17,140752,206493,35056,34396,21213,5200,21197,62169,19401,7441,90,104,25622,65231,3824,41025,381,103,83,0,758,61
273,Red,1,1,1,1,0,0,1,8,1,0,3,0,2,1684,38,21,42,148291,322785,38159,24435,45421,3825,31600,60935,53439,16589,100,127,36204,49250,5363,53539,415,167,99,17,1388,68
